Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
So naturally Im going to watch this movie expecting to see Jerry Springer Uncensored.,0.260319,0.123012,0.074945,0.233904,0.248847,Anger
First of all Jerry appears in approximately twenty minutes of the films running time.,0.083442,0.154972,0.374951,0.133768,0.248152,Fear
The other hour and twenty minutes is spent building up this pseudofarce about trailertrash jealousy incest and deception.,0.34948,0.256987,0.068523,0.020994,0.454381,Sadness
The mom finds out about the affair they get into a fight they want to take it to the Jerry show thats right no Springer.,0.267279,0.254745,0.328068,0.020026,0.304589,Fear
And then we have a parallel story with an AfricanAmerican couple.,0.11065,0.168832,0.055021,0.374566,0.17991,Joy
They take it to the Jerry show.,0.169832,0.177905,0.135653,0.196751,0.281078,Sadness
The characters collide.,0.160274,0.09592,0.449318,0.140388,0.154177,Fear
Blah blah freakin blah Trash has rarely been this BORRRINGG I was wondering why the hell Springer has millions of fans yet none of them checked out his movie.,0.183963,0.540037,0.221717,0.001166,0.258822,Disgust
Well now its TOTALLY obvious Whether you love him or hate him you will hate this movie How can I explain Its a total mess of a motion picture if thats what you call it.,0.863959,0.198929,0.038322,0.002354,0.032018,Anger
With seldom laughs.,0.064844,0.058761,0.084627,0.544549,0.110043,Joy
My only positive note is a hot girlgirl scene.,0.046963,0.266137,0.030897,0.448948,0.093732,Joy
Thats as risque as it gets.,0.166894,0.067943,0.226183,0.15696,0.347919,Sadness
Dont get me wrong the scenes pretty risque but if you look at the overall film comparing it to the material on Springers programthis disastrous farce seems extremely sanitized.,0.108678,0.408871,0.059698,0.003244,0.568874,Sadness
My score 3 out of 10.,0.069669,0.023606,0.350622,0.181271,0.293038,Fear
This is a fair little show about the paranormal although it feels as if Art Bell and his ilk figured out how to carve a career out of the attitude that Carl Kolchak exemplified.,0.064857,0.073972,0.069915,0.528674,0.125674,Joy
Of course there probably wouldnt be an XFiles if this show hadnt prepped this audience for it so well.,0.219883,0.09955,0.19148,0.055949,0.506805,Sadness
Darren McGavin is not exactly the superheroic type but he is a plausibleenough guy to deliver heroic deeds.,0.14258,0.172447,0.055032,0.27761,0.271598,Joy
Check out his work on some of those old Alfred Hitchcock Presents.,0.034448,0.083568,0.142685,0.488082,0.110693,Joy
Here he is the main attraction there doesnt seem to be a girlfriend or wife whos a distraction.,0.115116,0.24553,0.092893,0.023871,0.624162,Sadness
In fact there isnt a whole lot of sex appeal to the show.,0.071882,0.593339,0.125188,0.036308,0.282511,Disgust
Something Im noticing as well is that the pacing isnt really suspenseful in a typical way.,0.102978,0.065677,0.193789,0.227746,0.324985,Sadness
Theres a lot of throwaway humor to this show.,0.052226,0.256902,0.043043,0.363688,0.172279,Joy
Sometimes its just pokey to get to the climax.,0.128227,0.026425,0.104879,0.09121,0.623227,Sadness
Theres a thread from this show coming all the way up to the present MAD MEN show in terms of style.,0.286291,0.194676,0.101839,0.217052,0.174901,Anger
Not that David Chase writes Mad Men but the people that worked under him on The Sopranos definitely have emulated and inherited his seriocomic tone.,0.564205,0.1852,0.147002,0.059303,0.166689,Anger
This film was recommended to me by a friend who lives in California.,0.118944,0.083303,0.068634,0.517366,0.089977,Joy
We laughed a lot we bonded with and took breaks with people our own age.,0.168553,0.188784,0.218729,0.048007,0.466234,Sadness
the young people went out together at night.,0.09804,0.121981,0.137244,0.365273,0.165058,Joy
The older people had little free time after work because they were taking care of their families.,0.132289,0.20326,0.052005,0.210673,0.347873,Sadness
The area is beautiful in the summer and no gloomier in the winter rain than anywhere else.,0.029852,0.004341,0.095164,0.089384,0.715573,Sadness
Aside from the if you live in a manufactured home you must be depressed condescension the story lacked any elements of charm mystery or even a sense of dread.,0.038023,0.06234,0.320165,0.003743,0.6554,Sadness
Marthas character was the worst drawn.,0.250112,0.199478,0.282397,0.002631,0.446524,Sadness
Its doubtful that anyone so repressed would have belonged to a church but if she had she probably would have made friends there.,0.097704,0.307422,0.260235,0.037491,0.409939,Sadness
Ive read reviews that seem to assume Martha was jealous of Rose because Rose was younger prettier and thinner but if this is the case it isnt shown.,0.20556,0.187002,0.170679,0.050145,0.483613,Sadness
All we actually see is Martha learning to dislike Rose for reasons that would apply just as much if the three friends had been the same age and gender.,0.331903,0.346561,0.086389,0.094482,0.236106,Disgust
We see Martha feeling left out during smoking sessions left out of the loop when social plans are made used but not appreciated and finally disrespected and hurt.,0.130538,0.176363,0.186451,0.006608,0.630719,Sadness
Just one more thing Are we supposed to suspect Kyle of murder because he had once had a few panic attacks Please.,0.111207,0.102552,0.836367,0.000799,0.063893,Fear
This takes stigma against mental illness to a new level.,0.173285,0.03446,0.244698,0.014294,0.626096,Sadness
The word classic is thrown around too loosely nowadays but this movie well deserves the appelation.,0.225502,0.157918,0.040548,0.165687,0.381535,Sadness
The combination of Neil Simon Walter Matthau possibly the worlds best living comic actor and the late lamented George Burns make for a comic masterpiece.,0.091659,0.086146,0.230999,0.2894,0.196732,Joy
It is interesting to contemplate what the movie would have been like had not death prevented Jack Benny from playing George Burns part as had been planned.,0.249437,0.124896,0.37068,0.032039,0.347743,Fear
As it is the reunion scene in Matthaus apartment is not likely to be surpassed as a sidesplitter.,0.092668,0.180011,0.053549,0.021519,0.726943,Sadness
Definitely one of my desert island films.,0.215597,0.281729,0.245494,0.127722,0.173232,Disgust
The Horror Channel plays nothing but erotic soft porn Gothic flicks each night from 10pm till about 4 in the morning but their scare factor is very limited if one exists at all.,0.031997,0.35139,0.598972,0.002235,0.173665,Fear
In fact I am sure I will find a multimillion pound lottery win more scary than anything this channel has to offer.,0.203403,0.155004,0.439201,0.043417,0.267444,Fear
The Bloodsucker Leads the Dance deserves special mention because it is I feel the undisputed low of a channel full of lows.,0.109954,0.350612,0.047739,0.080464,0.46025,Sadness
I cannot even begin to tell you how bad this film is but for the purpose of completing the minimum 10 lines demanded by this site I will at least give it a go.,0.33736,0.221112,0.119737,0.001161,0.504752,Sadness
Firstly the title is misleading and bears no resemblance to the action on the screen.,0.278542,0.168904,0.039336,0.005662,0.646398,Sadness
In fact the film might as well have been called Toothbrush or Wallpaper for all it has to do with the plot.,0.174473,0.123063,0.223891,0.192962,0.248567,Sadness
At least they used toothbrushes.,0.158874,0.184292,0.168176,0.01618,0.595291,Sadness
at least they had wallpaper.,0.167452,0.116671,0.209688,0.018373,0.595497,Sadness
There are no bloodsuckers for miles around and whats even worse there are no dances not one.,0.132867,0.144423,0.207009,0.002516,0.644855,Sadness
Im sure they were making two different films by mistake here.,0.235788,0.120897,0.114556,0.097144,0.458751,Sadness
A more suitable title would have been Horny Italian Count Leads Five People to a Scary Castle and Bores us Silly for Ninety Minutes.,0.190107,0.14922,0.336176,0.006083,0.47214,Sadness
Yes that fits better.,0.06193,0.002065,0.052069,0.715112,0.059308,Joy
The acting is terrible and and the dubbing appalling and that guy who plays Seymour was almost as wooden in his walk as he was in his character.,0.228155,0.350653,0.351512,0.001671,0.279839,Fear
Otherwise steer a wide birth away from this one.,0.155297,0.174543,0.146648,0.052189,0.540015,Sadness
No vampires no dancing no scenes of a brutal or gruesome nature and no way on Gods earth I will ever ever ever watch this one again.,0.483258,0.159135,0.034967,0.031184,0.412259,Anger
No word of a lie this film could put you off motion pictures for life.,0.181836,0.59323,0.072648,0.033649,0.254041,Disgust
The Gang of Roses.,0.11184,0.313217,0.298568,0.143715,0.156636,Disgust
Every rose has its thorns.,0.197423,0.241031,0.251151,0.104133,0.262626,Sadness
A mix of old western and hip hop blended perfectly together.,0.067199,0.057446,0.107012,0.315596,0.309541,Joy
The clothing styles the scenery and the plot are all suited to what the director wanted.,0.134563,0.134792,0.110359,0.289928,0.237383,Joy
Plot  in five years they robbed twentyseven banks and then vanished without a trace.,0.26957,0.149308,0.182476,0.027627,0.490123,Sadness
Now a small western town is under siege and one of the first victims is Rachels sister.,0.163601,0.258793,0.135488,0.142544,0.311678,Sadness
The Rose Gang is ready to ride again.,0.043708,0.090536,0.188403,0.454159,0.089148,Joy
And this time its personal.,0.159213,0.108174,0.073144,0.35873,0.191064,Joy
Rachel Michael Calhoun Chastity Lil Kim Maria Lisaraye Zang Li Marie Matiko and Kim Stacey Dash five gunslinging women who split up after five years of riding together.,0.07583,0.507806,0.05561,0.156692,0.202155,Disgust
When Rachels sister is killed she ends up rounding up her friends once again and riding on a trail of vengeance.,0.405088,0.205261,0.161813,0.031616,0.349142,Anger
A good muck around version of western.,0.094973,0.135378,0.191521,0.211703,0.296437,Sadness
If youve seen Bad Girls well this is a little bit better in the ways of the female characters.,0.09118,0.234859,0.127677,0.121553,0.428235,Sadness
I gave it 1010 because the characters plot and scenery made it for me.,0.159687,0.112941,0.144046,0.27767,0.218251,Joy
I know slashers are always supposed to be badbut come onwhat the hell is thisIts like a bunch of 10yearolds saved their lunch money and started filming this by the end of their week.,0.30447,0.317251,0.159609,0.011008,0.395442,Sadness
Anywaysix young people all go to the same house to get killed off screen.,0.239755,0.12593,0.242664,0.010307,0.526598,Sadness
We have the brainy onethe slutthe other slutthe black guythe killerstereotypes like that.,0.089543,0.267063,0.09098,0.266633,0.222639,Disgust
After one gets eaten by a shaking boatthe others all get stalked by some guy who wears a mask the people at the poor box rejected.,0.200289,0.270677,0.222618,0.000305,0.48787,Sadness
Theres one pretty decent murder somewhere in the middlebut then its back to even more boredomand especially more false scares.,0.08329,0.179213,0.718294,0.002561,0.153987,Fear
Seriouslywe actually know it cant be the killer when a person gets attacked because the guy sure loves to take his sweet time for everything.,0.094665,0.210983,0.10915,0.40615,0.0793,Joy
I think the writers of this movie just took a blindfold and a pen and put it somewhere on the list of characters.,0.155436,0.264407,0.192961,0.098664,0.345373,Sadness
The motive is just lame and dont even get me started on the damn secret.,0.238028,0.063982,0.09688,0.000797,0.721728,Sadness
Heyno fairReally one of the most awful movies Ive ever seen.,0.311168,0.261564,0.22,0.015087,0.370437,Sadness
I could enjoy myself more by watching a Lindsay LohanmovieI swear.,0.094579,0.179473,0.027939,0.519045,0.069236,Joy
I mean suremost 80s slashers sucked as well but at least they threw in some TA.,0.310829,0.172611,0.142133,0.00038,0.546845,Sadness
This movie just has nothing going for it.,0.11582,0.083439,0.2559,0.007078,0.643823,Sadness
Remember when Harrison Ford was the biggest star in Hollywood because he made great movies Those days are feeling like a more and more distant memory.,0.006923,0.016083,0.023493,0.538815,0.234155,Joy
