Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
tears from laughter form everytime I see those football players begin Riverdance Some may not like this movie because its just not everyones cup of tea.,0.035527,0.2961,0.069275,0.312071,0.188141,Joy
but just like South Park once you look past the absurdity.,0.09557,0.160688,0.045811,0.362451,0.214575,Joy
it has a really genuine message that is conveyed through literal comic genius.,0.125143,0.023252,0.096194,0.189715,0.468626,Sadness
I gave this movie 8 out of 10 stars.,0.052341,0.053369,0.077547,0.537148,0.133851,Joy
Ive had a morbid fascination with tornadoes for more than 40 years since my 5th grade teacher a native Texan told stories of ones he saw in his youth.,0.15536,0.374151,0.071452,0.078944,0.3925,Sadness
I enjoyed the family scenes particularly the conflicts between Jack and Dan Hatch.,0.144521,0.084251,0.047607,0.495938,0.106705,Joy
When the tornado was close Dan knew most of what he had to do and he probably learned this in school since I know that tornado safety is an important subject in parts of the U. where these storms are more frequent.,0.11443,0.061179,0.482807,0.04343,0.364109,Fear
However characters in the movie did two things that some people think are supposed to be done or are safe to do in tornadoes but are actually not supposed to be done or are unsafe.,0.18736,0.293902,0.162542,0.071187,0.376712,Sadness
When the siren first sounded Dan and Arthur went through the house and opened the windows.,0.124279,0.104532,0.375316,0.177162,0.182816,Fear
For years this is what people were told to do but tornado safety web sites now advise against doing this.,0.214379,0.261686,0.204033,0.062405,0.363467,Sadness
Also people were shown hiding in a highway underpass.,0.1305,0.467915,0.134693,0.020409,0.396097,Disgust
This method was made popular by an early 1990s video made by a T. crew during a relatively weak twister in Kansas.,0.400708,0.155505,0.11994,0.131848,0.227702,Anger
However in the most serious tornadoes people can be sucked out from these underpasses.,0.354068,0.21736,0.3669,0.001617,0.271159,Fear
This happened during a May 1999 outbreak in Oklahoma.,0.171694,0.059175,0.477275,0.063426,0.288573,Fear
The tornadoes in this movie hit in the fall which is not a common time for them to happen.,0.098227,0.087842,0.386342,0.069415,0.394341,Sadness
Then again one of my close encounters took place in late September.,0.183412,0.087906,0.370466,0.05443,0.37646,Sadness
Also they traveled from northwest to southeast while most such storms in the northern hemisphere go from southwest to northeast.,0.113688,0.103998,0.459888,0.116919,0.211413,Fear
However this is not all that unusual.,0.172673,0.134077,0.134455,0.186406,0.330049,Sadness
A famous tornado that struck Joliet IL in the early 1990s traveled in that direction as did the one involved in my other close encounter.,0.161395,0.175343,0.479984,0.062477,0.206459,Fear
I think that the movie should have been set in the spring.,0.069161,0.008317,0.074336,0.4214,0.256674,Joy
This movie was based on a book that in turn was based on an actual event that happened on June 3 1980.,0.093145,0.193123,0.344858,0.115503,0.273432,Fear
But it was still a compelling story.,0.150397,0.297926,0.055847,0.059055,0.513024,Sadness
I didnt think the French could make a bad movie but I was clearly very wrong.,0.130247,0.110326,0.400372,0.000515,0.499019,Sadness
As has been said before this film essentially uses its title character as a point of departure.,0.224117,0.225571,0.019143,0.012614,0.644476,Sadness
its portrayal of her life and person have little or nothing to do with the real Artemisia Gentileschi.,0.09514,0.381832,0.094171,0.173346,0.24244,Disgust
Along with some fairly decent set design Valentina Cervis physical charms are the primary asset of this movie and its obvious from the beginning that the filmmakers were aware of this too.,0.084115,0.030701,0.065784,0.537882,0.138164,Joy
they waste no time in contriving various erotic sequences which have far more to do with titillation than with plot or character development.,0.268527,0.308903,0.128133,0.075204,0.315012,Sadness
Unfortunately the appeal of seeing a pretty young girl in a state of feigned sexual arousal cannot and does not sustain this movie.,0.079359,0.698959,0.065485,0.051403,0.181655,Disgust
The acting is unremarkable and the score is all too generic despite an interesting chord or two.,0.09093,0.016665,0.017292,0.556903,0.16879,Joy
In any event the script leaves the camera dwelling all too often on Artemisias body and all too seldom on her paintings.,0.206466,0.213437,0.465665,0.037902,0.209153,Fear
All told a nearcomplete failure.,0.114156,0.13151,0.277752,0.006013,0.594101,Sadness
Its not intelligent or tasteful enough to be a serious film and its too slow and pretentious to work as softcore pornography.,0.419714,0.24317,0.352542,0.027835,0.144438,Anger
So the French can fail after all.,0.215005,0.114927,0.263296,0.002844,0.553647,Sadness
Without Peter Ustinov and Maggie Smith this could easily have been a turkey.,0.148457,0.191286,0.207415,0.071822,0.438034,Sadness
But they are brilliant.,0.096702,0.068747,0.074614,0.435961,0.181608,Joy
Ustinov is at his best and for fans of Maggie it is great to see her in her early days matching Ustinov every step of the way for with and timing.,0.019709,0.040049,0.02825,0.770604,0.049657,Joy
As an I. engineer I know that the computer hacking tricks are laughable but they are not meant to be taken seriously.,0.439481,0.313406,0.174357,0.00379,0.28659,Anger
Nor are the wonderful stereotypes of Italians French and Germans.,0.111876,0.057241,0.068813,0.587869,0.057977,Joy
Well this film has certainly had a fair amount of hype.,0.099606,0.169734,0.066147,0.396084,0.154113,Joy
From the buzz at the Toronto Film Festival to gushing reviews on CBC Radio.,0.087047,0.263583,0.131773,0.266955,0.178754,Joy
A refreshing wacky hilarious indie movie apparently.,0.075626,0.121655,0.137438,0.251041,0.311609,Sadness
Id been looking forward to it for months.,0.080356,0.007641,0.020164,0.447799,0.27162,Joy
How can I put it this simply It sucked in a very big way.,0.321553,0.320242,0.170855,0.002183,0.390896,Sadness
An exercise in cinematic lameness that makes Adam Sandler look like a comic genius.,0.087587,0.058346,0.199749,0.274439,0.262662,Joy
At best it was mildly amusing and at worst coma inducing.,0.117013,0.093591,0.213781,0.166159,0.366228,Sadness
An amerterish script badly directed and shoddily edited into a ramshackle mess.,0.460854,0.260386,0.42555,0.000961,0.087719,Anger
And what was with the music being 500db louder than the rest of the sound track That was about the only truly odd thing about it.,0.148563,0.049634,0.045829,0.606751,0.042349,Joy
If you want to see a genuinely funny bizarre movie involving aliens then try Repoman.,0.055145,0.349187,0.143711,0.240127,0.155132,Disgust
There is no comparison.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
At first I was weirded out that a TV shows main character could bring the dead back to life but then I thought Id give it a shot.,0.084307,0.134265,0.112891,0.022317,0.716136,Sadness
Guess what I love Pushing Daisies and look forward to Wednesday nights just to watch it then for the next week I watch it a few more times on my DVR.,0.018214,0.005756,0.093044,0.640429,0.100577,Joy
The colorful characters witty banter fastpaced dialogue and new unique situations draws me in and captivates from beginning to end.,0.077393,0.052776,0.128223,0.446122,0.154075,Joy
Ned and Chuck Charles relationship is interesting to watch as they work their romance around the fact that they cannot have physical contact.,0.164353,0.04253,0.060803,0.310547,0.293825,Joy
Even Detective Emerson Cods character has continued to grow in complexity.,0.188557,0.470157,0.037674,0.056053,0.351952,Disgust
And Olive Snook Jiminy Crispies She cracks me up The narrators voice is fun to listen to and the cinematography gives me the impression that I am watching a movie instead of a TV show.,0.070367,0.018633,0.011185,0.538873,0.199374,Joy
I have recommended my family and friends to turn on Pushing Daisies and they are hooked too The show is well worth waiting a week for a new episode and if you have not seen P.  I highly recommend watching it.,0.209477,0.038013,0.034779,0.499221,0.096669,Joy
Dont see this movie.,0.174326,0.154511,0.216777,0.060243,0.46374,Sadness
Bad acting and stupid gore effects.,0.325078,0.072311,0.245305,0.000601,0.51661,Sadness
A complete waste of time.,0.593782,0.208338,0.077675,0.023617,0.256064,Anger
I was hoping to see a lot of cool murders and hot chicksinstead the director depended on animal slaughter videos to shock you the watcher.,0.219925,0.578613,0.031522,0.120008,0.107019,Disgust
The murders are pretty lame basically strangulation.,0.222905,0.330849,0.261998,0.015392,0.350199,Sadness
One woman he stuffs worms in her mouth one he puts raw hamburgers on her face and strangles her.,0.049316,0.885785,0.035552,0.003371,0.108032,Disgust
BTK  BTK broiler burger kings killer new sandwich.,0.159346,0.408985,0.146331,0.125085,0.202944,Disgust
I dont think this movie relied too much on actual facts.,0.258315,0.304291,0.288267,0.028897,0.285813,Disgust
I mean he real BTK killer didnt carry around a bunch of rodents scorpions and worms.,0.394987,0.555782,0.144054,0.001799,0.135644,Disgust
and oh yeah.,0.058948,0.054346,0.445508,0.076932,0.375094,Fear
a slaughtered cow head too.,0.207274,0.375839,0.251728,0.011485,0.338174,Disgust
I voted this a 10 out of 10 simply because it is the best animated story I have been able to see in quite some time.,0.024171,0.110844,0.011738,0.613784,0.110414,Joy
The animation is stunning.,0.112068,0.055292,0.099223,0.401542,0.19296,Joy
The artwork behind each and every landscape was beautiful.,0.069468,0.062645,0.085727,0.540007,0.10751,Joy
From the colors to the lighting to the not standard fare of artistry.,0.168944,0.120904,0.162764,0.206838,0.287482,Sadness
I was amazed.,0.181766,0.125978,0.187211,0.154559,0.332645,Sadness
Moving beyond the beauty on the screen you are immersed in a storyline that is at once timeless and at the same turn fresh.,0.07522,0.051901,0.021115,0.604778,0.115845,Joy
Character development is brief yet these touchstone moments are exactly what is needed to clue the viewer in to what and why and how the character has come to where they stand.,0.165631,0.203222,0.104349,0.082897,0.488512,Sadness
Im impressed with the entire affair and think this is a must see for the entire family.,0.160785,0.306574,0.118846,0.160978,0.255963,Disgust
Chris Rock deserves better than he gives himself in Down To Earth.,0.143895,0.084393,0.045386,0.552017,0.063283,Joy
As directed by brothers Chris  Paul Weitz of American Pie fame this uninspired remake of Warren Beattys 1978 fantasy Heaven Can Wait itself a rehash of 1941s Here Comes Mr. Jordan lacks the abrasively profane humor that won Chris Rock an Emmy for his first HBO special.,0.117729,0.169274,0.027678,0.551323,0.034858,Joy
Predictably he spouts swear words from A to Z but he consciously avoids the Fword.,0.353009,0.313923,0.273246,0.004761,0.272797,Anger
Sadly despite a few witty oneliners Down To Earth hits Rock bottom both as a contrived comedy and an improbable interracial romance.,0.263147,0.071812,0.031166,0.053815,0.62251,Sadness
Down to Earth utterly destroys any good will that the Weitz Brothers generated with their landmark grossout face American Pie.,0.655807,0.150169,0.058497,0.043827,0.203907,Anger
This disposable drivel qualifies as a contrived as well as confusing comedy with a thoroughly improbable colorblind interracial romance.,0.18346,0.190715,0.150693,0.156942,0.306402,Sadness
are wasted in flatfooted sketchy roles.,0.363406,0.288928,0.150627,0.008683,0.382821,Sadness
Hardcore Rock fans will undoubtedly accuse their favorite comedian with trying to fix something that was never broken.,0.187067,0.049429,0.113439,0.209978,0.359946,Sadness
Poor Lance Barton Chris Rock suffers from severe stage fright.,0.102507,0.080532,0.529607,0.000805,0.411836,Fear
Nevertheless his charitable manager Whitney Daniels Frankie Faison of Hannibal sticks with him through thick and thin.,0.232629,0.102047,0.058799,0.247309,0.293143,Sadness
After Lance learns the Apollo Theatre will hold one final amateur night extravaganza he implores Whitney to get him in the lineup.,0.121284,0.046822,0.249584,0.26747,0.215343,Joy
Excuse me but if Lance is such a deadbeat standup comic why does the Apollo keep inviting him back Meanwhile fate has something else in store for Lance.,0.245887,0.143839,0.138916,0.039457,0.534183,Sadness
